0.001,100,0.08331887832467744,0.009650928881133732,0.006997036104240301
0.005,100,0.4144609731813334,0.04405116050468728,0.02893054071492083
0.01,100,0.7879081938834125,0.07604839203641861,0.03960254562085288
0.05,100,1.0909772065062076,0.11288113911108351,0.017126621546583162
0.1,100,1.096459349117003,0.12674890352099413,0.0032708126941258524
0.5,100,1.0964608113924048,0.12861720513711736,0.001402511082818463
1,100,1.096460811392405,0.12861723232338004,0.0014024838965557803
5,100,3.5145982952016856e+44,-3.0736523055628896e+59,-3.07365230556289e+59
10,100,6.086301119027156e+154,-6.929002063228643e+169,-6.929002063228645e+169
0.98,100,5.3417987243684325e+129,-1.656354638317316e+144,1.656354638317316e+144
